EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,NumCompaniesWorked,Over18,DistanceFromHome,Attrition,PerformanceRating,EmployeeCount,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,StandardHours,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,OverTime,BusinessTravel,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear
1563,38,Male,Married,4,"Human Resources",3,Y,10,No,3,1,6077,14814,888,71,11,0,80,"Human Resources","Human Resources",2,3,3,No,Travel_Frequently,3,3,3,10,6,3,1,2,2
1564,35,Male,Single,3,Medical,1,Y,1,No,3,1,2450,21731,992,68,19,0,80,"Research & Development","Laboratory Technician",1,2,1,No,Travel_Rarely,4,2,3,3,3,0,1,2,3
1568,30,Male,Married,4,"Technical Degree",3,Y,29,No,3,1,9250,17799,1288,33,12,1,80,Sales,"Sales Executive",3,3,2,No,Travel_Rarely,3,2,3,9,4,2,1,3,3
1569,35,Female,Divorced,3,"Life Sciences",1,Y,2,Yes,3,1,2074,26619,104,69,12,1,80,"Research & Development","Laboratory Technician",1,3,1,Yes,Travel_Rarely,1,4,3,1,1,0,0,0,2
1572,53,Female,Married,5,"Technical Degree",0,Y,2,Yes,3,1,10169,14618,607,78,16,1,80,"Research & Development","Manufacturing Director",3,2,4,No,Travel_Rarely,3,2,3,34,33,7,1,9,4
1573,38,Male,Married,3,Medical,4,Y,2,Yes,3,1,4855,7653,903,81,11,2,80,"Research & Development","Manufacturing Director",2,3,2,No,Travel_Rarely,3,1,3,7,5,2,1,4,2
1574,32,Male,Married,4,"Technical Degree",4,Y,1,No,3,1,4087,25174,1200,62,14,1,80,"Research & Development","Research Scientist",2,3,1,No,Non-Travel,4,2,2,9,6,5,1,2,3
1576,48,Female,Married,4,Other,8,Y,15,No,3,1,2367,16530,1108,65,12,1,80,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,3,4,2,10,8,2,7,6,3
1577,34,Male,Single,4,Medical,1,Y,7,No,3,1,2972,22061,479,35,13,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,1,3,1,1,1,0,0,0,4
1578,55,Male,Married,5,Marketing,1,Y,26,No,4,1,19586,23037,685,60,21,1,80,Sales,Manager,5,2,4,No,Travel_Rarely,3,3,3,36,36,6,2,13,3
1580,34,Male,Married,4,"Life Sciences",9,Y,1,No,3,1,5484,13008,1351,45,17,1,80,"Research & Development","Research Scientist",2,3,4,No,Travel_Rarely,2,2,2,9,2,2,2,1,3
1581,26,Female,Married,3,"Life Sciences",1,Y,3,No,4,1,2061,11133,474,89,21,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,1,1,3,1,1,0,0,0,5
1582,38,Male,Married,3,"Life Sciences",0,Y,14,No,3,1,9924,12355,1245,80,11,1,80,Sales,"Sales Executive",2,3,2,No,Travel_Rarely,3,4,3,10,9,8,7,7,3
1583,38,Female,Single,3,"Life Sciences",2,Y,16,No,3,1,4198,16379,437,90,12,0,80,Sales,"Sales Executive",2,3,2,No,Travel_Rarely,2,2,4,8,3,2,1,2,5
1585,36,Female,Single,4,"Life Sciences",6,Y,1,No,3,1,6815,21447,884,73,13,0,80,Sales,"Sales Executive",2,3,3,No,Travel_Rarely,2,1,3,15,1,0,0,0,5
1586,29,Male,Single,1,Medical,1,Y,3,No,3,1,4723,16213,1370,87,18,0,80,"Research & Development","Laboratory Technician",1,3,1,Yes,Travel_Rarely,2,4,3,10,10,9,1,5,3
1587,35,Female,Single,4,Medical,3,Y,10,No,3,1,6142,4223,670,51,16,0,80,"Research & Development","Healthcare Representative",2,3,3,Yes,Travel_Rarely,1,3,3,10,5,2,0,4,4
1588,39,Male,Married,3,Medical,2,Y,6,No,3,1,8237,4658,1462,38,11,1,80,Sales,"Sales Executive",3,4,3,No,Travel_Rarely,4,1,3,11,7,6,7,6,3
1590,29,Male,Divorced,1,"Life Sciences",1,Y,2,No,3,1,8853,24483,995,87,19,1,80,"Research & Development","Healthcare Representative",2,3,4,No,Travel_Frequently,1,4,4,6,6,4,1,3,0
1591,50,Male,Married,3,Marketing,4,Y,9,No,3,1,19331,19519,264,59,16,1,80,Sales,Manager,5,3,3,Yes,Travel_Rarely,3,3,3,27,1,0,0,0,2
1592,23,Male,Married,3,"Technical Degree",2,Y,10,No,3,1,2073,12826,977,45,16,1,80,"Research & Development","Research Scientist",1,4,3,No,Travel_Rarely,4,4,3,4,2,2,2,2,2
1594,36,Male,Married,4,"Life Sciences",3,Y,6,No,3,1,5562,19711,1302,80,13,1,80,"Research & Development","Laboratory Technician",2,4,1,Yes,Travel_Frequently,1,4,3,9,3,2,0,2,3
1595,42,Male,Single,2,Other,8,Y,9,No,4,1,19613,26362,1059,93,22,0,80,"Research & Development",Manager,5,2,4,No,Travel_Rarely,4,4,3,24,1,0,0,1,2
1596,35,Male,Married,3,"Life Sciences",1,Y,28,No,3,1,3407,25348,750,46,17,2,80,"Research & Development","Laboratory Technician",2,4,3,No,Travel_Rarely,2,4,2,10,10,9,6,8,3
1597,34,Male,Married,4,"Technical Degree",1,Y,10,No,3,1,5063,15332,653,92,14,1,80,"Research & Development","Healthcare Representative",2,2,3,No,Travel_Frequently,4,2,2,8,8,2,7,7,3
1598,40,Female,Married,2,"Life Sciences",1,Y,14,No,3,1,4639,11262,118,84,15,1,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,4,3,3,5,5,4,1,2,2
1599,43,Male,Divorced,3,"Technical Degree",5,Y,27,No,3,1,4876,5855,990,87,12,1,80,"Research & Development","Laboratory Technician",1,4,2,No,Travel_Rarely,4,3,3,8,6,4,0,2,0
1601,35,Male,Married,2,"Life Sciences",1,Y,7,No,3,1,2690,7713,1349,63,18,1,80,"Research & Development","Laboratory Technician",1,2,4,No,Travel_Rarely,3,4,2,1,1,0,0,1,5
1602,46,Male,Single,4,"Life Sciences",1,Y,1,No,3,1,17567,3156,563,56,15,0,80,Sales,Manager,4,4,1,No,Travel_Rarely,4,2,1,27,26,0,0,12,5
1604,28,Male,Married,3,Medical,1,Y,24,Yes,3,1,2408,7324,329,51,17,3,80,"Research & Development","Laboratory Technician",1,3,2,Yes,Travel_Rarely,3,3,3,1,1,1,0,0,3
1605,22,Female,Married,2,Other,1,Y,26,No,3,1,2814,10293,457,85,14,0,80,"Research & Development","Research Scientist",1,2,3,Yes,Non-Travel,2,2,2,4,4,2,1,3,2
1606,50,Male,Married,5,Medical,2,Y,20,No,3,1,11245,20689,1234,41,15,1,80,"Research & Development","Healthcare Representative",4,3,3,Yes,Travel_Frequently,2,3,3,32,30,8,12,13,3
1607,32,Female,Married,4,Other,3,Y,5,No,3,1,3312,18783,634,35,17,2,80,"Research & Development","Research Scientist",1,4,4,No,Travel_Rarely,2,4,3,6,3,2,0,2,3
1608,44,Female,Divorced,3,Medical,0,Y,7,No,3,1,19049,3549,1313,31,14,1,80,"Research & Development","Research Director",5,3,4,Yes,Travel_Rarely,2,4,2,23,22,7,1,10,4
1609,30,Male,Married,3,Medical,1,Y,7,No,3,1,2141,5348,241,48,12,1,80,"Research & Development","Research Scientist",1,2,2,No,Travel_Rarely,2,2,2,6,6,4,1,1,3
1611,45,Female,Single,5,Medical,1,Y,5,No,3,1,5769,23447,1015,50,14,0,80,"Research & Development","Laboratory Technician",2,1,1,Yes,Travel_Rarely,3,1,3,10,10,7,1,4,3
1612,45,Male,Married,3,Marketing,1,Y,26,No,3,1,4385,24162,336,52,15,1,80,Sales,"Sales Executive",2,2,1,No,Non-Travel,1,1,3,10,10,7,4,5,2
1613,31,Male,Single,4,Other,7,Y,2,No,3,1,5332,21602,715,54,13,0,80,Sales,"Sales Executive",2,3,1,No,Travel_Frequently,4,4,3,10,5,2,0,3,3
1614,36,Female,Married,4,"Life Sciences",9,Y,12,No,3,1,4663,12421,559,76,12,2,80,"Research & Development","Manufacturing Director",2,3,3,Yes,Travel_Rarely,3,2,3,7,3,2,1,1,2
1615,34,Male,Divorced,4,"Life Sciences",1,Y,10,No,3,1,4724,17000,426,42,13,1,80,"Research & Development","Manufacturing Director",2,4,4,No,Travel_Frequently,3,1,3,9,9,7,7,2,3
1617,49,Female,Married,4,"Life Sciences",1,Y,25,No,3,1,3211,22102,722,84,14,1,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,3,4,2,10,9,6,1,4,3
1618,39,Male,Married,5,Medical,2,Y,10,No,3,1,5377,3835,1387,76,13,3,80,"Research & Development","Manufacturing Director",2,3,1,No,Travel_Rarely,2,4,3,10,7,7,7,7,3
1619,27,Male,Divorced,3,Other,1,Y,19,No,3,1,4066,16290,1302,67,11,2,80,"Research & Development","Laboratory Technician",1,2,1,No,Travel_Rarely,4,1,3,7,7,7,0,7,3
1621,35,Male,Married,5,"Life Sciences",1,Y,18,No,3,1,5208,26312,819,48,11,0,80,"Research & Development","Research Scientist",2,4,1,No,Travel_Rarely,2,4,3,16,16,15,1,10,2
1622,28,Female,Divorced,3,Medical,0,Y,27,No,4,1,4877,20460,580,39,21,1,80,"Research & Development","Manufacturing Director",2,1,1,No,Travel_Rarely,2,2,2,6,5,3,0,0,5
1623,21,Male,Single,1,Medical,1,Y,5,No,3,1,3117,26009,546,97,18,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,3,3,3,2,2,2,2,2
1624,18,Female,Single,2,Medical,1,Y,3,Yes,3,1,1569,18420,544,70,12,0,80,Sales,"Sales Representative",1,3,4,Yes,Travel_Frequently,2,3,4,0,0,0,0,0,2
1625,47,Female,Married,4,"Life Sciences",3,Y,26,No,3,1,19658,5220,1176,98,11,1,80,"Human Resources",Manager,5,3,3,No,Travel_Rarely,4,3,3,27,5,2,1,0,2
1627,39,Male,Divorced,2,Medical,0,Y,3,No,3,1,3069,10302,170,76,15,1,80,"Research & Development","Laboratory Technician",2,2,3,No,Travel_Rarely,3,4,3,11,10,8,0,7,3
1628,40,Female,Married,3,"Life Sciences",1,Y,15,No,3,1,10435,25800,884,80,13,2,80,"Research & Development","Manufacturing Director",3,2,3,No,Travel_Rarely,1,4,3,18,18,15,14,12,2
1630,35,Female,Married,4,"Life Sciences",1,Y,8,No,3,1,4148,12250,208,52,12,1,80,"Research & Development","Healthcare Representative",2,3,3,No,Non-Travel,3,4,3,15,14,11,2,9,5
1631,37,Male,Married,3,"Life Sciences",3,Y,19,No,3,1,5768,26493,671,85,17,3,80,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Rarely,3,1,2,9,4,3,0,2,2
1633,39,Female,Single,3,Medical,0,Y,4,No,3,1,5042,3140,711,81,13,0,80,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Frequently,1,4,1,10,9,2,3,8,2
1635,45,Female,Divorced,2,Other,1,Y,2,No,3,1,5770,5388,1329,59,19,2,80,"Research & Development","Manufacturing Director",2,2,4,No,Travel_Rarely,4,1,3,10,10,7,3,9,3
1638,38,Female,Married,2,Medical,3,Y,2,No,3,1,7756,14199,397,54,19,1,80,"Research & Development","Manufacturing Director",3,2,3,Yes,Travel_Rarely,4,4,4,10,5,4,0,2,6
1639,35,Male,Married,3,Medical,9,Y,10,Yes,3,1,10306,21530,737,55,17,0,80,Sales,"Sales Executive",3,2,1,No,Travel_Rarely,4,3,3,15,13,12,6,0,3
1640,37,Female,Married,3,Medical,1,Y,10,No,3,1,3936,9953,1470,71,11,1,80,"Research & Development","Research Scientist",1,3,2,No,Travel_Rarely,2,1,1,8,8,4,7,7,2
1641,40,Female,Single,3,"Life Sciences",6,Y,16,No,3,1,7945,19948,448,84,15,0,80,"Research & Development","Manufacturing Director",3,3,4,Yes,Travel_Rarely,3,4,2,18,4,2,3,3,2
1642,44,Male,Married,5,"Human Resources",4,Y,1,No,3,1,5743,10503,602,37,11,0,80,"Human Resources","Human Resources",2,3,4,Yes,Travel_Frequently,1,3,3,14,10,7,0,2,3
1644,48,Male,Married,5,Medical,2,Y,4,No,4,1,15202,5602,365,89,25,1,80,"Research & Development",Manager,4,2,4,No,Travel_Frequently,3,2,3,23,2,2,2,2,3
1645,35,Male,Divorced,2,Medical,6,Y,15,Yes,3,1,5440,22098,763,59,14,2,80,Sales,"Sales Executive",2,1,4,Yes,Travel_Rarely,1,4,2,7,2,2,2,2,2
1646,24,Female,Single,1,"Technical Degree",1,Y,2,No,3,1,3760,17218,567,32,13,0,80,"Research & Development","Research Scientist",1,3,4,Yes,Travel_Frequently,1,3,3,6,6,3,1,3,2
1647,27,Female,Married,3,Medical,7,Y,8,No,3,1,3517,22490,486,86,17,0,80,"Research & Development","Research Scientist",1,4,3,No,Travel_Rarely,2,1,3,5,3,2,0,2,0
1648,27,Male,Single,3,Medical,2,Y,2,No,3,1,2580,6297,591,87,13,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Frequently,4,3,2,6,4,2,1,2,0
1649,40,Male,Single,3,"Life Sciences",3,Y,7,Yes,3,1,2166,3339,1329,73,14,0,80,"Research & Development","Laboratory Technician",1,3,1,Yes,Travel_Rarely,1,2,1,10,4,2,0,3,3
1650,29,Male,Single,3,Medical,9,Y,10,No,3,1,5869,23413,469,42,11,0,80,Sales,"Sales Executive",2,2,3,No,Travel_Rarely,3,3,3,8,5,2,1,4,2
1651,36,Female,Married,4,"Life Sciences",4,Y,5,No,3,1,8008,22792,711,42,12,2,80,"Research & Development","Healthcare Representative",3,3,1,No,Travel_Rarely,2,3,3,9,3,2,0,2,6
1653,25,Male,Divorced,1,"Life Sciences",1,Y,2,No,3,1,5206,4973,772,77,17,2,80,"Research & Development","Manufacturing Director",2,4,3,No,Travel_Frequently,4,3,3,7,7,7,0,7,6
1654,39,Male,Married,3,Medical,4,Y,12,No,4,1,5295,7693,492,66,21,0,80,"Research & Development","Manufacturing Director",2,3,2,No,Travel_Rarely,4,3,3,7,5,4,1,0,3
1655,49,Female,Married,4,Other,3,Y,22,No,3,1,16413,3498,301,72,16,2,80,"Research & Development","Research Director",4,3,2,No,Travel_Rarely,1,2,3,27,4,2,1,2,2
1656,50,Female,Divorced,5,"Life Sciences",5,Y,17,No,3,1,13269,21981,813,50,15,3,80,"Research & Development","Research Director",3,2,1,No,Travel_Rarely,4,3,3,19,14,11,1,11,3
1657,20,Female,Single,3,Medical,1,Y,2,No,3,1,2783,13251,1141,31,19,0,80,Sales,"Sales Representative",1,3,3,No,Travel_Rarely,3,1,3,2,2,2,2,2,3
1658,34,Female,Divorced,3,"Life Sciences",1,Y,3,No,3,1,5433,19332,1130,66,12,1,80,"Research & Development","Research Scientist",2,3,2,No,Travel_Rarely,4,3,3,11,11,8,7,9,2
1659,36,Male,Single,3,"Life Sciences",2,Y,7,No,3,1,2013,10950,311,77,11,0,80,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,1,3,3,15,4,3,1,3,4
1661,49,Female,Married,1,"Life Sciences",2,Y,6,No,3,1,13966,11652,465,41,19,1,80,"Research & Development","Healthcare Representative",4,2,3,Yes,Travel_Rarely,3,2,3,30,15,11,2,12,3
1662,36,Female,Married,4,Medical,0,Y,1,No,3,1,4374,15411,894,33,15,0,80,"Research & Development","Manufacturing Director",2,2,3,No,Non-Travel,4,3,3,4,3,2,1,2,6
1664,36,Male,Divorced,2,"Life Sciences",6,Y,3,No,4,1,6842,26308,1040,79,20,1,80,"Research & Development","Healthcare Representative",2,4,1,No,Travel_Rarely,4,1,3,13,5,4,0,4,3
1665,54,Female,Married,5,Medical,3,Y,22,No,4,1,17426,18685,584,91,25,1,80,"Research & Development",Manager,4,3,3,No,Travel_Rarely,2,3,3,36,10,8,4,7,6
1666,43,Male,Married,2,"Life Sciences",1,Y,15,No,4,1,17603,3525,1291,65,24,1,80,"Research & Development","Research Director",4,2,3,No,Travel_Rarely,3,1,3,14,14,10,6,11,3
1667,35,Male,Single,4,Other,3,Y,12,Yes,4,1,4581,10414,880,36,24,0,80,Sales,"Sales Executive",2,3,4,Yes,Travel_Frequently,4,1,4,13,11,9,6,7,2
1668,38,Male,Married,3,"Life Sciences",7,Y,1,No,3,1,4735,9867,1189,90,15,2,80,"Research & Development","Research Scientist",2,3,4,No,Travel_Frequently,4,4,4,19,13,11,2,9,4
1669,29,Male,Divorced,3,Medical,1,Y,5,No,3,1,4187,3356,991,43,13,1,80,Sales,"Sales Executive",2,2,2,Yes,Travel_Rarely,1,2,2,10,10,0,0,9,3
1670,33,Male,Divorced,4,Medical,1,Y,2,No,3,1,5505,3921,392,93,14,2,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,4,3,3,6,6,2,0,4,5
1671,32,Male,Divorced,3,Medical,0,Y,2,No,3,1,5470,25518,977,45,13,2,80,"Research & Development","Research Scientist",2,3,2,No,Travel_Rarely,4,3,2,10,9,5,1,6,4
1673,31,Female,Married,4,"Life Sciences",1,Y,5,No,3,1,5476,22589,1112,67,11,2,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,1,1,3,10,10,0,0,2,2
1674,49,Female,Divorced,3,Medical,4,Y,16,No,3,1,2587,24941,464,74,16,1,80,"Research & Development","Laboratory Technician",1,3,1,Yes,Travel_Rarely,4,2,2,17,2,2,2,2,2
1675,38,Female,Single,3,Medical,1,Y,2,No,4,1,2440,23826,148,42,22,0,80,"Research & Development","Laboratory Technician",1,2,2,No,Travel_Frequently,4,2,3,4,4,3,3,3,3
1676,47,Female,Divorced,4,"Life Sciences",6,Y,2,No,3,1,15972,21086,1225,47,14,3,80,Sales,Manager,4,4,2,No,Travel_Rarely,2,3,3,29,3,2,1,2,2
1677,49,Male,Single,3,"Life Sciences",4,Y,1,No,3,1,15379,22384,809,36,14,0,80,"Research & Development",Manager,4,3,3,No,Travel_Rarely,3,1,3,23,8,7,0,0,2
1678,41,Male,Single,2,"Life Sciences",3,Y,23,No,3,1,7082,11591,1206,80,16,0,80,Sales,"Sales Executive",3,3,3,Yes,Travel_Rarely,4,4,3,21,2,0,0,2,2
1680,20,Male,Single,1,"Life Sciences",1,Y,9,No,3,1,2728,21082,727,54,11,0,80,Sales,"Sales Representative",1,3,1,No,Travel_Rarely,4,1,3,2,2,2,0,2,3
1681,33,Female,Divorced,3,"Life Sciences",1,Y,16,No,4,1,5368,16130,530,36,25,1,80,Sales,"Sales Executive",2,3,4,Yes,Non-Travel,3,3,3,7,6,5,1,2,2
1682,36,Male,Married,4,"Life Sciences",6,Y,26,No,3,1,5347,7419,1351,80,14,2,80,"Research & Development","Healthcare Representative",2,3,3,No,Travel_Rarely,1,2,2,10,3,2,0,2,2
1683,44,Female,Divorced,3,"Life Sciences",4,Y,1,No,3,1,3195,4167,528,44,18,3,80,"Human Resources","Human Resources",1,3,4,Yes,Travel_Rarely,3,1,3,8,2,2,2,2,2
1684,23,Male,Single,1,Medical,1,Y,8,Yes,3,1,3989,20586,1320,93,11,0,80,"Research & Development","Laboratory Technician",1,2,3,Yes,Travel_Rarely,4,1,3,5,5,4,1,2,2
1687,38,Female,Married,2,Medical,7,Y,4,No,3,1,3306,26176,1495,87,19,1,80,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,4,4,2,7,0,0,0,0,5
1689,53,Male,Married,4,Medical,3,Y,24,No,3,1,7005,3458,1395,48,15,0,80,"Research & Development","Healthcare Representative",3,4,4,No,Travel_Rarely,2,3,3,11,4,3,1,2,2
1691,48,Female,Married,2,Medical,2,Y,7,Yes,3,1,2655,11740,708,95,11,2,80,Sales,"Sales Representative",1,3,3,Yes,Travel_Frequently,4,3,3,19,9,7,7,7,3
1692,32,Male,Single,4,"Life Sciences",1,Y,2,Yes,3,1,1393,24852,1259,95,12,0,80,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,4,1,3,1,1,0,0,0,2
1693,26,Male,Single,3,Medical,1,Y,7,No,4,1,2570,11925,786,76,20,0,80,"Research & Development","Laboratory Technician",1,3,4,No,Non-Travel,4,3,3,7,7,7,5,7,5
1694,55,Male,Divorced,3,"Technical Degree",5,Y,22,No,3,1,3537,23737,1441,94,12,1,80,"Research & Development","Research Scientist",1,2,2,No,Travel_Rarely,1,4,3,8,4,2,1,2,1
1696,34,Male,Married,2,Medical,1,Y,5,No,3,1,3986,11912,1157,57,14,1,80,"Research & Development","Laboratory Technician",2,2,4,No,Travel_Rarely,2,3,4,15,15,10,4,13,3
1697,60,Male,Divorced,4,Medical,3,Y,1,No,4,1,10883,20467,370,92,20,1,80,"Research & Development","Healthcare Representative",3,1,4,No,Travel_Rarely,3,3,4,19,1,0,0,0,2
1698,33,Male,Married,3,Medical,1,Y,21,No,3,1,2028,13637,267,79,18,3,80,"Research & Development","Laboratory Technician",1,4,2,No,Travel_Rarely,2,4,3,14,14,11,2,13,6
1700,37,Male,Divorced,4,Medical,1,Y,1,No,3,1,9525,7677,1278,31,14,2,80,Sales,"Sales Executive",2,1,4,No,Travel_Frequently,3,3,2,6,6,3,1,3,2
1701,34,Female,Married,3,"Life Sciences",1,Y,19,No,3,1,2929,20338,678,35,12,0,80,"Research & Development","Research Scientist",1,2,4,No,Travel_Rarely,2,2,3,10,10,9,8,7,3
1702,23,Male,Divorced,3,"Life Sciences",1,Y,7,Yes,4,1,2275,25103,427,99,21,1,80,Sales,"Sales Representative",1,3,4,Yes,Travel_Rarely,3,2,3,3,3,2,0,2,2
1703,44,Female,Married,3,"Life Sciences",1,Y,2,No,3,1,7879,14810,921,96,19,1,80,"Research & Development","Healthcare Representative",3,4,4,Yes,Travel_Rarely,3,2,3,9,8,7,6,7,2
1704,35,Male,Single,4,Medical,0,Y,2,No,3,1,4930,13970,146,79,14,0,80,"Research & Development","Research Scientist",1,2,4,Yes,Travel_Frequently,1,3,4,6,5,4,1,4,2
1706,43,Male,Married,3,Medical,1,Y,2,No,3,1,7847,6069,1179,73,17,1,80,Sales,"Sales Executive",2,3,4,Yes,Travel_Rarely,4,1,3,10,10,9,8,8,3
1707,24,Male,Married,3,Medical,1,Y,9,No,3,1,4401,17616,581,62,16,1,80,"Research & Development","Research Scientist",1,4,3,No,Travel_Rarely,3,4,3,5,5,3,0,4,1
1708,41,Male,Single,3,Marketing,1,Y,6,No,3,1,9241,15869,918,35,12,0,80,Sales,"Sales Executive",3,3,3,No,Travel_Rarely,4,2,3,10,10,8,8,7,3
1709,29,Female,Married,4,Medical,9,Y,9,No,3,1,2974,25412,1082,43,17,1,80,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,4,3,3,9,5,3,1,2,2
1710,36,Female,Single,4,"Life Sciences",3,Y,2,No,3,1,4502,7439,530,51,15,0,80,Sales,"Sales Representative",2,3,4,No,Travel_Rarely,3,3,2,17,13,7,6,7,2
1712,45,Male,Married,1,"Life Sciences",3,Y,1,No,4,1,10748,3395,1238,74,23,1,80,"Research & Development","Healthcare Representative",3,2,3,No,Non-Travel,3,4,2,25,23,15,14,4,3
1714,24,Male,Married,1,"Human Resources",1,Y,22,Yes,3,1,1555,11585,240,58,11,1,80,"Human Resources","Human Resources",1,1,3,No,Travel_Rarely,4,3,3,1,1,0,0,0,2
1716,47,Male,Married,3,"Life Sciences",7,Y,9,Yes,3,1,12936,24164,1093,82,11,0,80,Sales,"Sales Executive",4,1,3,No,Travel_Frequently,3,3,1,25,23,5,14,10,3
1718,26,Male,Married,4,Medical,1,Y,17,No,3,1,2305,6217,390,62,15,3,80,"Research & Development","Laboratory Technician",1,1,3,No,Travel_Rarely,4,3,4,3,3,2,0,2,3
1719,45,Female,Single,2,"Technical Degree",1,Y,28,No,3,1,16704,17119,1005,48,11,0,80,"Research & Development","Research Director",4,2,2,No,Travel_Rarely,4,3,3,21,21,6,8,6,2
1720,32,Male,Married,3,"Life Sciences",6,Y,10,No,3,1,3433,17360,585,56,13,1,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Frequently,1,1,2,10,5,2,1,3,3
1721,31,Male,Married,4,"Life Sciences",1,Y,2,No,3,1,3477,18103,741,69,14,1,80,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,2,4,4,6,5,2,0,3,2
1722,41,Male,Married,3,"Human Resources",6,Y,4,No,3,1,6430,20794,552,60,19,1,80,"Human Resources","Human Resources",2,1,2,No,Non-Travel,3,2,3,10,3,2,1,2,4
1724,40,Female,Married,2,"Life Sciences",2,Y,8,No,3,1,6516,5041,369,92,16,1,80,"Research & Development","Manufacturing Director",2,3,1,Yes,Travel_Rarely,2,2,3,18,1,0,0,0,3
1725,24,Male,Divorced,1,Medical,1,Y,29,No,3,1,3907,3622,506,91,13,3,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,2,2,4,6,6,2,1,2,2
1727,46,Male,Single,4,"Life Sciences",6,Y,13,No,3,1,5562,9697,717,34,14,0,80,"Research & Development","Healthcare Representative",2,3,2,No,Travel_Rarely,3,4,3,19,10,7,0,9,3
1728,35,Male,Married,4,"Life Sciences",2,Y,27,No,3,1,6883,5151,1370,49,16,1,80,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Rarely,4,2,3,17,7,7,0,7,3
1729,30,Male,Married,1,"Life Sciences",1,Y,16,No,3,1,2862,3811,793,33,12,1,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,2,2,2,10,10,0,0,8,2
1731,47,Male,Married,4,Marketing,7,Y,2,No,3,1,4978,3536,543,87,11,1,80,Sales,"Sales Executive",2,3,2,No,Non-Travel,3,4,1,4,1,0,0,0,3
1732,46,Male,Divorced,3,"Life Sciences",4,Y,2,No,3,1,10368,5596,1277,74,12,1,80,Sales,"Sales Executive",3,3,4,Yes,Travel_Rarely,3,2,2,13,10,6,0,3,5
1733,36,Male,Divorced,5,Marketing,5,Y,13,Yes,3,1,6134,8658,1456,96,13,3,80,Sales,"Sales Executive",2,2,1,Yes,Travel_Rarely,2,2,3,16,2,2,2,2,3
1734,32,Male,Single,2,"Life Sciences",6,Y,1,Yes,3,1,6735,12147,964,34,15,0,80,Sales,"Sales Executive",2,1,2,No,Travel_Rarely,1,2,3,10,0,0,0,0,2
1735,23,Female,Single,1,Medical,1,Y,4,No,3,1,3295,12862,160,51,13,0,80,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,3,3,1,3,3,2,1,2,3
1736,31,Female,Single,1,"Technical Degree",2,Y,24,No,4,1,5238,6670,163,30,20,0,80,"Research & Development","Manufacturing Director",2,3,4,No,Travel_Frequently,4,4,2,9,5,4,1,4,3
1737,39,Male,Married,3,"Life Sciences",1,Y,1,No,3,1,6472,8989,792,77,15,1,80,"Research & Development","Laboratory Technician",2,3,4,Yes,Non-Travel,4,4,3,9,9,8,5,8,2
1739,32,Male,Married,3,"Life Sciences",3,Y,19,No,3,1,9610,3840,371,80,13,1,80,Sales,"Sales Executive",3,1,3,No,Travel_Rarely,4,3,1,10,4,3,0,2,2
1740,40,Male,Single,4,Medical,1,Y,7,No,3,1,19833,4349,611,88,14,0,80,Sales,Manager,5,3,2,No,Travel_Rarely,2,2,2,21,21,8,12,8,3
1744,45,Female,Married,3,"Life Sciences",4,Y,4,No,4,1,9756,6595,176,56,21,2,80,"Human Resources","Human Resources",3,1,3,No,Travel_Rarely,3,3,4,9,5,0,0,3,2
1745,30,Female,Single,4,"Technical Degree",0,Y,2,No,3,1,4968,26427,1312,78,16,0,80,"Research & Development","Research Scientist",1,2,1,No,Travel_Frequently,4,4,3,10,9,7,0,7,2
1746,24,Male,Married,3,Medical,0,Y,10,No,3,1,2145,2097,897,59,14,1,80,"Human Resources","Human Resources",1,3,4,No,Travel_Frequently,1,4,3,3,2,2,2,1,2
